nombre;tipo;detalle_tipo_rotacion;tema;fecha_edicion;fecha_inicio;fecha_fin;anio;mes;dia_inicio;dia_fin;fecha_texto;sitioWeb;categoria;frecuencia;agrupacion;provincia;entidadOrganizadora;sedeRaw;localidad;sedeOriginalLLM;sedeRaw_corregida;sedeMatchScore;sedeRequiereRevision;entidadOriginalLLM;matchScore;requiereRevision
La Fundación Argentina de Nanotecnología visitará la UNCUYO para un networking abierto;Encuentro;Nacional - Regional (Cuyo);Tecnología;2025-09-16;2025-09-18;2025-09-18;2025;septiembre;18;18;18 de septiembre, de 9 a 18;https://www.uncuyo.edu.ar/prensa/la-fundacion-argentina-de-nanotecnologia-visitara-la-uncuyo-para-un-networking-abierto;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Área de Innovación del Parque TIC, Rafael Cubillos 2056, Godoy Cruz;MENDOZA;Área de Innovación del Parque TIC;NO_MATCH;86.0;Sí;La Fundación Argentina de Nanotecnología.;86.0;Sí
Escuelas de la UNCUYO: aspirantes repasaron cómo serán los exámenes de ingreso;Jornada;Nacional - Regional (Cuyo);Educación;2025-09-28;2025-09-28;2025-09-28;2025;septiembre;28;28;28 de septiembre de 2025;https://www.uncuyo.edu.ar/prensa/escuelas-de-la-uncuyo-aspirantes-repasaron-como-seran-los-examenes-de-ingreso;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad Nacional de Cuyo (UNCuyo);Escuelas de la UNCUYO;MENDOZA;M5502JMA;NO_MATCH;45.0;Sí;Universidad Nacional de Cuyo (UNCUYO);100.0;No
Inauguración del nuevo césped sintético del Poli Los Paraísos;Evento Deportivo Nacional;Local;Deporte y ocio;2025-09-26;2025-09-26;2025-09-26;2025;septiembre;26;26;septiembre 26, 2025;https://www.godoycruz.gob.ar/poner-valor-deporte-costarelli-inauguro-nuevo-cesped-sintetico-del-poli-los-paraisos/;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;Municipalidad de Godoy Cruz;Poli Social y Deportivo Los Paraísos;Desconocido;Poli Social y Deportivo Los Paraísos;NO_MATCH;86.0;Sí;Municipalidad de Godoy Cruz;100.0;No
Jornadas Nacionales de Educación Especial;Jornada;Nacional;Educación;2025-09-25;2025-09-25;2025-09-26;2025;septiembre;25;26;del jueves 25 y viernes 26 de septiembre;https://www.uncuyo.edu.ar/prensa/comenzaron-en-la-uncuyo-las-jornadas-nacionales-de-educacion-especial;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Facultad de Educación (FE) de la Universidad Nacional de Cuyo (UNCUYO), Campus de la Facultad que se ubica en el Centro Universitario de la Ciudad de Mendoza;Desconocido;"Facultad de Educación de la UNCUYO (UNIVERSIDAD NACIONAL DE CUYO)
Centro Universitario de la Ciudad de Mendoza";NO_MATCH;86.0;Sí;Red Universitaria de Educación Especial (RUEDES);86.0;Sí
Viven Dinosaurios;Exposición;Local;Historia y ciencias naturales;2025-09-22;;;2025;septiembre;;;;https://www.mendovoz.com/eskpe/2025/9/22/la-muestra-jurasica-mas-grande-de-latinoamerica-llego-mendoza-161771.html;Corporativo;Anual;FERIAS Y EXPOSICIONES;Mendoza;NO_MATCH;Portal Los Andes (Balcarce 897, Jumbo Godoy Cruz);MENDOZA;Portal Los Andes;NO_MATCH;86.0;Sí;"La muestra jurásica. (Nota: No es mencionada una entidad organizadora principal en el texto, pero se menciona ""Portal Los Andes"" lo que puede ser el sitio de noticias que publicó la información)";86.0;Sí
Acompañando Infancias;Encuentro;Local;Educación;;2025-10-07;2025-10-14;2025;octubre;7;14;los martes 7 y 14 de octubre;https://www.godoycruz.gob.ar/inicia-nuevo-taller-acompanando-infancias/;Asociativo;Anual;Desconocido;Mendoza;Municipalidad de Godoy Cruz;las oficinas ubicadas en el ala norte del Hiper Libertad;Desconocido;Hiper Libertad;NO_MATCH;58.0;Sí;Municipalidad de Godoy Cruz;100.0;No
Día de la Condena Errada;Jornada;Local;Derecho;2025-10-13;2025-10-06;2025-10-06;2025;octubre;6;12;del 6 al 12;https://um.edu.ar/noticias/dia-de-la-condena-errada-un-llamado-internacional-a-repensar-la-justicia-penal/;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad de Mendoza;Universidad de Mendoza, Aula Magna Emilio Descotte;MENDOZA;Universidad de Mendoza;Univesidad de Mendoza;98.0;No;Universidad de Mendoza;100.0;No
Jornadas Interinstitutos de Derecho Constitucional;Jornada;Local;Derecho;2025-09-30;2025-10-02;2025-10-03;2025;octubre;2;3;Del jueves 2 y viernes 3 de octubre, de 15 a 18;https://colabogmza.com.ar/inscriben-a-las-jornadas-interinstitutos-de-derecho-constitucional/;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Colegio de abogados y procuradores de Salta;Aula H de la Facultad de Derecho UNCUYO y Facultad de Ciencias Jurídicas y Sociales de la Universidad de Mendoza;MENDOZA;Colegio de Abogados y Procuradores;Colegio de Abogados y Procuradores de Mendoza;95.0;No;Colegio de Abogados y Procuradores;95.0;No
Continún los reconocimientos a matriculados Profesionales de la ingeniería fueron distinguidos por el Consejo Profesional de Ingenieros y Geólogos de Mendoza;Encuentro;Único;Ingeniería;2025-09-09;;;2025;Újulio;;; Continún los reconocimientos a matriculados Profesionales de la ingenier­a fueron distinguidos por el Consejo Profesional de Ingenieros y Geólogos de Mendoza;https://www.copigmza.org.ar/continuan-los-reconocimientos-a-matriculados/;Asociativo;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;El Auditorio del CoPIG;MENDOZA;Auditorio del CoPIG;Auditorio  COPIG;95.0;No;Consejo Profesional de Ingenieros y Geólogos de Mendoza (CoPIG);86.0;Sí
Finalizaron los reconocimientos a ingenieros matriculados;Encuentro;Nacional - Regional (Cuyo);Educación;2025-09-16;;;2025; septiembre;16;16;16 septiembre, 2025 Finalizaron los reconocimientos a ingenieros matriculados;https://www.copigmza.org.ar/agape-y-entrega-de-placas-para-homenajear-a-la-ingenieria/;Asociativo;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;El Auditorio del CoPIG;MENDOZA;Auditorio del CoPIG;Auditorio  COPIG;95.0;No;Consejo de Profesionales de la Ingeniería de Mendoza;86.0;Sí
Colectividades 2025;Encuentro;Nacional - Regional (Cuyo);Cultura;2025-10-01;2025-10-09;2025-10-11;2025;;9;11;del 9 al 11 de octubre en el corazón del Boulevard Dorrego;https://www.guaymallen.gob.ar/colectividades-2025-llega-octubre-con-el-evento-mas-esperado-de-guaymallen/;Gubernamental;Anual;FERIAS Y EXPOSICIONES;Mendoza;RED ARGENTINA DE MUNICIPIOS FRENTE AL CAMBIO CLIMÁTICO;Boulevard Dorrego, entre Comandante Espora y Juan B. Justo;Desconocido;No se encuentra el nombre de un lugar específico en la página proporcionada.;NO_MATCH;86.0;Sí;MUNICIPIO;90.0;No
Puente de Hierro celebra sus 32 años de creación con una gran fiesta;Evento Cultural;Local;Cultura;2025-09-30;2025-10-05;;2025;octubre;5;;del 5 de octubre;https://www.guaymallen.gob.ar/puente-de-hierro-celebra-sus-32-anos-de-creacion-con-una-gran-fiesta/;Gubernamental;Anual;EVENTO CULTURAL;Mendoza;RED ARGENTINA DE MUNICIPIOS FRENTE AL CAMBIO CLIMÁTICO;el Centro Cívico de Puente de Hierro, ubicado en las calles Severo del Castillo y Los Pinos;MENDOZA;Guaymallén;Centro cultural Pascual Lauriente - Municipalidad de Guaymallén;90.0;No;MUNICIPIO;90.0;No
Feria del Libro;Feria;Provincial;Literatura;2025-09-29;2025-09-29;2025-10-05;2025;octubre;29;05;del 29 de septiembre al 5 de octubre;https://www.guaymallen.gob.ar/guaymallen-propone-diversas-actividades-en-la-feria-del-libro-2025/;Gubernamental;Anual;FERIAS Y EXPOSICIONES;Mendoza;RED ARGENTINA DE MUNICIPIOS FRENTE AL CAMBIO CLIMÁTICO;Espacio Cultural Julio Le Parc y otros sitios del territorio provincial;GUAYMALLEN;No se encuentra el nombre de una sede o locación principal en el texto proporcionado.;NO_MATCH;86.0;Sí;MUNICIPIO;90.0;No
VI Ronda Internacional de Negocios;Feria;Nacional;Alimentos;;2025-11-06;2025-11-06;2025;noviembre;6;6;6 de noviembre;https://femza.org.ar/actividades/;Corporativo;Anual;FERIAS Y EXPOSICIONES;Mendoza;Federación Económica Mendoza;Espacio Arizu – Belgrano 1322, Godoy Cruz;Desconocido;Espacio Arizu;Espacio Arizu;100.0;No;Federación Económica de Mendoza (FEM);95.0;No
Potencial Joven;Encuentro;Nacional - Regional (Cuyo);Educación;2025-10-01;2025-10-28;;2025;octubre;28;;el próximo martes 28 de octubre de 2025;https://www.uncuyo.edu.ar/bienestar/;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad Nacional de Cuyo (UNCuyo);Universidad Nacional de Cuyo;MENDOZA;Universidad Nacional de Cuyo;Universidad Nacional de Cuyo (UNCUYO);95.0;No;UNCUYO;90.0;No
Los Taninos Wine Fest;Feria;Nacional - Regional (Cuyo);Gastronomía;2025-10-13;2025-10-03;2025-10-04;2025;octubre;3;4;el próximo viernes 3 y sábado 4 de octubre de 19 a 23 horas;https://mendoza.puntoapunto.com.ar/mendoza-sera-sede-nuevamente-de-taninos-wine-fest-edicion-solidaria-2025/;Asociativo;Anual;FERIAS Y EXPOSICIONES;Mendoza;NO_MATCH;Hotel Esplendor by Wyndham en Arenas Maipú;Desconocido;Hotel Esplendor by Wyndham Mendoza y Arenas Maipú.;NO_MATCH;86.0;Sí;Taninos;71.0;Sí
La Primavera;Evento Cultural;Local;Cultura;2025-09-25;2025-09-28;2025-09-28;2025;septiembre;28;28;28 de septiembre;https://www.guaymallen.gob.ar/se-viene-otra-edicion-de-la-fiesta-de-la-primavera-en-guaymallen-2/;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;RED ARGENTINA DE MUNICIPIOS FRENTE AL CAMBIO CLIMÁTICO;intersección de Godofredo Paladini y Benjamín Argumedo;Desconocido;"No hay ninguna información sobre un evento o un lugar específico en la página que se refiera a ""La Primavera"" o su sede.";NO_MATCH;86.0;Sí;MUNICIPIO;90.0;No
El Futuro del Vino Argentino;Congreso;Nacional - Regional (Cuyo);Agricultura y ganadería;2025-09-10;2025-11-08;2025-11-08;2025;noviembre;8;8;8 de noviembre;https://www.mendovoz.com/actualidad/panorama-vitivinicola/2025/9/10/mendoza-sera-sede-de-la-tercera-edicion-de-el-futuro-del-vino-argentino-161290.html;Sectorial;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Salón de Grado, Universidad Nacional de Cuyo;Desconocido;Mendoza;Universidad de Mendoza (UM);90.0;No;El Futuro del Vino Argentino;86.0;Sí
Psicomotricidad en la Educación. Diferentes niveles de intervención;Conferencia;Local;Edución;2025-10-13;2025-10-23;2025-10-23;2025;octubre;23;23;del jueves 23 de octubre, de 18 a 21;https://educacion.uncuyo.edu.ar/abordaran-la-psicomotricidad-en-la-educacion;Académico;Anual;CONGRESOS Y CONVENCIÓNES;Mendoza;Facultad de Educación;Sede Centro de la Facultad de Educación ubicada en Sobremonte 81 de Ciudad;Desconocido;Sede Centro de la Facultad de Educación.;NO_MATCH;86.0;Sí;La Secretaría de Extensión de la Facultad de Educación UNCuyo.;90.0;No
Poner en valor el deporte: Costarelli inauguró el nuevo césped sintético del Poli Los Paraísos;Evento Deportivo Nacional;Local;Deporte y ocio;2025-09-26;2025-09-26;2025-09-26;2025;septiembre;26;26;septiembre 26, 2025;https://www.godoycruz.gob.ar/poner-valor-deporte-costarelli-inauguro-nuevo-cesped-sintetico-del-poli-los-paraisos/;Gubernamental;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;Municipalidad de Godoy Cruz;Polideportivo Social y Deportivo Los Paraísos;Desconocido;Poli Social y Deportivo Los Paraísos;NO_MATCH;86.0;Sí;Municipalidad de Godoy Cruz;100.0;No
Primavera Coral Evento Navegación;Encuentro;Local;Música;;2025-09-26;2025-09-26;2025;septiembre;26;26;26 de septiembre;https://www.godoycruz.gob.ar/evento/iii-primavera-coral/;Asociativo;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Municipalidad de Godoy Cruz;Centro Patrimonial y Artístico Cristoforo Colombo (Tomba 246);Desconocido;Centro Patrimonial y Artístico Cristoforo Colombo (Tomba 246);Centro Patrimonial y Artístico Cristoforo Colombo;95.0;No;Municipalidad de Godoy Cruz;100.0;No
Semana Deportiva y Presentación de Candidatos a Representantes Estudiantiles;Otro tipo de evento;NS/NC;Deporte y ocio;2025-09-26;2025-09-12;2025-09-26;2025;septiembre;12;26;del 26 de septiembre;https://tupungato.gov.ar/?p=49483;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Municipalidad de Tupungato;Tupungato;MENDOZA;"Club Social y Deportivo Tupungato
Polideportivo Municipal
Poli «Francsico Rizzo»
Av. Belgrano";Polideportivo Municipal;90.0;No;Municipalidad de Tupungato;100.0;No
Potencial Joven;Encuentro;Local;Educación;2025-10-01;2025-10-28;2025-10-28;2025;octubre;28;28;El próximo martes 28 de octubre de 2025;https://www.uncuyo.edu.ar/bienestar/;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad Nacional de Cuyo (UNCuyo);la Universidad Nacional de Cuyo será sede de Potencial Joven;MENDOZA;Universidad Nacional de Cuyo;Universidad Nacional de Cuyo (UNCUYO);95.0;No;Universidad Nacional de Cuyo (UNCUYO);100.0;No
Convocatoria de Ideas Proyecto En el marco del 20º aniversario de la Incubadora UNCUYO;Convención;Local;Educación;2025-10-11;;;2025;;0;0;hasta el 31 de septiembre;https://www.uncuyo.edu.ar/vinculacion/;Corporativo;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad Nacional de Cuyo (UNCuyo);;MENDOZA;"No aparece el nombre de una sede o locación principal en el texto, pero sí se menciona la universidad ""Universidad Nacional de Cuyo"" y la ""Incubadora UNCUYO"" y otros ""Institutos Multidisciplinarios de la Universidad Nacional de Cuyo"".";NO_MATCH;86.0;Sí;Universidad Nacional de Cuyo (UNCUYO);100.0;No
Encuentro de networking;Encuentro;Local;Ciencias naturales y exactas;2025-09-26;2025-09-18;2025-09-18;2025;septiembre;18;18;18 de septiembre de 2025;https://www.uncuyo.edu.ar/ciencia_tecnica_y_posgrado/fanenlauncuyo2025;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Área de Innovación del Parque TIC de la UNCUYO;Desconocido;Parque TIC;NO_MATCH;86.0;Sí;Fundación Argentina de Nanotecnología - Investigación;86.0;Sí
Paseo educativo por espacios emblemáticos;Congreso;Local;Educación;2025-10-01;2025-10-01;2025-10-01;2025;octubre;1;1;del 1 de octubre de 2025;https://viapais.com.ar/educacion/concepcion-alumnos-recorrieron-los-iconos-culturales-de-la-ciudad/;Asociativo;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;La Municipalidad de Concepción;Desconocido;"Teatro de la Estación 
Catedral
Microcentro
Plaza Mitre
Biblioteca Popular Nicolás Avellaneda";NO_MATCH;86.0;Sí;Municipalidad de Concepción;86.0;Sí
Networking abierto;Jornada;Nacional - Regional (Cuyo);Ciencias naturales y exactas;2025-09-16;2025-09-18;2025-09-18;2025;septiembre;18;;18 de septiembre, de 9 a 18;https://www.uncuyo.edu.ar/prensa/la-fundacion-argentina-de-nanotecnologia-visitara-la-uncuyo-para-un-networking-abierto;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Parque TIC;Desconocido;Área de Innovación del Parque TIC.;NO_MATCH;86.0;Sí;La Fundación Argentina de Nanotecnología.;86.0;Sí
festival Cura Brochero;Evento Cultural;NS/NC;Cultura;2025-10-13;2025-10-13;2025-10-13;2025;10;13;13;13/10/2025;https://diariosanrafael.com.ar/habra-un-encuentro-de-egresados-en-la-facultad-de-ciencias-aplicadas-a-la-industria/;Asociativo;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;Facultad de Ciencias Aplicadas a la Industria;;MENDOZA;Facultad de Ciencias Aplicadas a la Industria;Universidad Nacional de Cuyo (UNCUYO) - Facultad de Ciencias Aplicadas a la Industria;90.0;No;Facultad de Ciencias Aplicadas a la Industria;100.0;No
Oratoria Aplicada a las Ventas;Seminario;Local;Comunicación;2025-10-13;2025-10-17;2025-10-31;2025;octubre;17;31;17 a 20H en el Aula de Audiovisuales del ITU Sede Central;https://itu.uncuyo.edu.ar/cursos/curso/oratoria-aplicada-a-las-ventas7549;Corporativo;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Instituto Tecnológico Universitario;ITU Sede Central (Predio UNCUYO);Desconocido;ITU Sede Central (Predio UNCUYO);NO_MATCH;86.0;Sí;Instituto Tecnológico Universitario del Centro Universitario, UNCUYO.;90.0;No
Convocatoria de Ideas Proyecto;Otro tipo de evento;Local;Management y negocios;2025-10-11;;;2025;septiembre;;31;hasta el 31 de septiembre;https://www.uncuyo.edu.ar/vinculacion/;Académico;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;Universidad Nacional de Cuyo;;MENDOZA;UNCUYO;Universidad Nacional de Cuyo (UNCUYO);90.0;No;Universidad de Cuyo.;95.0;No
Potencial Joven;Encuentro;Nacional - Regional (Cuyo);Turismo y hotelería;2025-10-01;2025-10-28;;2025;octubre;28;;martes 28 de octubre de 2025;https://www.uncuyo.edu.ar/bienestar/;Académico;Anual;Desconocido;Mendoza;Universidad Nacional de Cuyo;Universidad Nacional de Cuyo;Desconocido;La Universidad Nacional de Cuyo (UNCUYO).;Universidad Nacional de Cuyo (UNCUYO);96.0;No;Universidad Nacional de Cuyo;100.0;No
Semana Deportiva y Presentación de Candidatos a Representantes Estudiantiles;Evento Deportivo Nacional;Nacional - Regional (Cuyo);Deporte y ocio;2025-09-26;2025-09-26;2025-09-26;2025;sep;26;26;27/sep desde las 21h: Farándula Estudiantil;https://tupungato.gov.ar/?p=49483;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Municipalidad de Tupungato;;MENDOZA;"Club Social y Deportivo Tupungato
Polideportivo Municipal
Poli «Francsico Rizzo»";Polideportivo Municipal;90.0;No;Municipalidad de Tupungato;100.0;No
Talleres con foco en la prevenciÃ³n, la convivencia y el cuidado colectivo;Congreso;Local;Educación;2025-09-19;2025-09-19;;2025;septiembre;19;No aplicable;del 19 de septiembre de 2025;https://www.mendovoz.com/maipu/la-comuna/2025/9/19/maipu-impulsa-talleres-con-foco-en-la-prevencion-la-convivencia-el-cuidado-colectivo-161687.html;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;MaipÃº;MENDOZA;GurÃº Andino;NO_MATCH;86.0;Sí;La Comuna;86.0;Sí
Media Maratón del IUSP;Evento Deportivo Nacional;Nacional - Regional (Cuyo);Deporte y ocio;2025-09-19;2025-10-19;2025-10-19;2025;octubre;19;19;19 de octubre;https://www.mendovoz.com/deportes/polideportivo/2025/9/19/llega-la-cuarta-edicion-de-la-media-maraton-del-iusp-en-guaymallen-161691.html;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Predio de la Virgen;MENDOZA;Predio de la Virgen;NO_MATCH;86.0;Sí;IUSP;68.0;Sí
Curso de Mountain Bike: pedaleá sin límites;Otro tipo de evento;NS/NC;Ciclismo;2023-01-01;2025-10-26;2025-10-17;2025;octubre;26;17;26 de septiembre, 3, 10 y 17 de octubre;https://www.umaza.edu.ar/curso-mountain-bike-2025;Académico;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;Facultad de Educación;Aula 204 de la Universidad Maza;Desconocido;Aula 204 de la Universidad Maza;UNIVERSIDAD MAZA;90.0;No;Facultad de Educación de la Universidad Juan Agustín Maza.;90.0;No
Latidos Saludables;Convención;Local;Deporte y ocio;2025-09-03;2025-09-13;2025-09-13;2025;septiembre;13;13;el sábado 13;https://www.godoycruz.gob.ar/llega-al-parque-benegas-la-caminata-latidos-saludables-personas-mayores/;Asociativo;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Municipalidad de Godoy Cruz;Parque Estación Benegas;Desconocido;Parque Estación Benegas;Estación Benegas;95.0;No;Municipalidad de Godoy Cruz;100.0;No
Herramientas para afrontar la pospandemia: toma de decisiones y mejora de gestión en gobiernos locales;Seminario;Provincial;Gobierno/Sindical;2021-10-26;2025-10-29;2025-10-29;2025;octubre;29;29;del 29 de octubre a las 17;https://www.uncuyo.edu.ar/vinculacion/abordaran-la-ciencia-de-datos-aplicada-a-politicas-publicas;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad Nacional de Cuyo (UNCuyo);la Legislatura de Mendoza;MENDOZA;Legislatura de Mendoza.;Auditorio Legislatura de Mendoza;95.0;No;UNCUYO;90.0;No
II Jornada de Adopción;Jornada;Provincial;Adopción y discapacidad;2025-09-19;2025-09-18;2025-09-19;2025;septiembre;18;19;en el día de ayer en el municipio de Luján de Cuyo;https://www.mendovoz.com/actualidad/provinciales/2025/9/19/alfredo-cornejo-las-residencias-no-pueden-ser-lugares-de-espera-indefinida-161732.html;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Luján de Cuyo;LUJAN DE CUYO;Luján de Cuyo;Polideportivo Luján de Cuyo;90.0;No;MendoVoz;72.0;Sí
Torneo Andino de Básquet;Evento Deportivo Internacional;Local;Básquet;2025-09-29;2025-09-26;2025-09-28;2025;septiembre;26;28;26, 27 y 28 de septiembre;https://alvearmendoza.gob.ar/general-alvear-fue-sede-del-torneo-andino-de-basquet/;Asociativo;Anual;FUERA DEL ALCANCE DEL OETR;Mendoza;Municipalidad de General Alvear;General Alvear;CIUDAD DE GENERAL ALVEAR;General Alvear;Predio ferial de General Alvear;90.0;No;Municipalidad de General Alvear;100.0;No
Expo Apícola 2025;Exposición;Nacional - Regional (Cuyo);Agricultura y ganadería;2025-09-01;2025-09-05;2025-09-06;2025;septiembre;5;6;del 5 al 6 de setiembre;https://www.mendoza.gov.ar/prensa/lavalle-sera-sede-de-la-28-edicion-de-la-expo-apicola-2025/;Asociativo;Anual;FERIAS Y EXPOSICIONES;Mendoza;Gobierno de Mendoza;Consejo Apícola, Yrigoyen 550;Desconocido;Villa Tulumaya, Lavalle;NO_MATCH;86.0;Sí;Prensa Gobierno de Mendoza;95.0;No
Colectividades 2025;Encuentro;Local;Cultura;2025-10-01;2025-10-09;2025-10-11;2025;octubre;9;11;del 9 al 11 de octubre;https://www.guaymallen.gob.ar/colectividades-2025-llega-octubre-con-el-evento-mas-esperado-de-guaymallen/;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;RED ARGENTINA DE MUNICIPIOS FRENTE AL CAMBIO CLIMÁTICO;entre Comandante Espora y Juan B. Justo;Desconocido;No hay información sobre una sede o locación principal en el texto proporcionado.;NO_MATCH;86.0;Sí;MUNICIPIO;90.0;No
Conversatorio de Análisis del conflicto en Medio Oriente;Seminario;Local;Derecho;2025-02-02;2025-10-23;2025-10-23;2025;octubre;23;23;el 23 de octubre de 2025;https://derecho.uncuyo.edu.ar/jornada-de-analisis-del-conflicto-en-medio-oriente;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad Nacional de Cuyo (UNCuyo);aula H, Facultad de Derecho UNCUYO;Desconocido;Facultd de Derecho UNCUYO;NO_MATCH;86.0;Sí;La Facultad de Derecho de la Universidad Nacional de Cuyo (UNCUYO).;90.0;No
Exámenes de ingreso a primer año;Encuentro;Local;Educación;2025-10-11;2025-10-04;2025-10-11;2025;octubre;4;11;del 4 al 11 de octubre;https://www.uncuyo.edu.ar/prensa/escuelas-de-la-uncuyo-aspirantes-repasaron-como-seran-los-examenes-de-ingreso;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Universidad Nacional de Cuyo (UNCuyo);Las mismas escuelas y aulas en las que tuvieron el encuentro presencial;Desconocido;Centro Universitario;NO_MATCH;86.0;Sí;UNiversidad Nacional de Cuyo (UNCUYO);100.0;No
Jornada anual de Prevención de Adicciones;Jornada;Local;Prevención de adicciones;2025-09-26;2025-09-26;;2025;septiembre;septiembre;;de este viernes;https://alvearmendoza.gob.ar/jornada-anual-de-prevencion-de-adicciones-en-la-escuela-tecnica-jorge-raul-barraquero/;Gubernamental;Anual;CONGRESOS Y CONVENCIONES;Mendoza;Municipalidad de General Alvear;Escuela Técnica Nº 4-113 Ingeniero Jorge Rañl Barraquero;Desconocido;Escuela Técnica N° 4-113 Ingeniero Jorge Raúl Barraquero.;NO_MATCH;86.0;Sí;Municipalidad de General Alvear;100.0;No
La Paz Celebró a lo Grande la Estudiantina 2025;Evento Cultural;NS/NC;Educación;2025-09-29;2025-09-01;2025-09-30;2025;septiembre;1;30;un mes de deporte, creatividad y tradición que reunió a los jóvenes paceños y tuvo su gran cierre con la elección de la Representante Estudiantil y la Farándula.;https://lapazmendoza.gob.ar/category/novedades/;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Plaza 9 de Julio;LA PAZ;Plaza 9 de Julio;Plaza 9 de julio;100.0;No;Municipalidad de La Paz;86.0;Sí
La Estudiantina;Evento Cultural;Local;Celebración Estudiantil;2025-09-29;2025-09-01;2025-09-30;2025;septiembre;1;30;septiembre del 2025;https://lapazmendoza.gob.ar/2025-sep-la-paz-celebro-a-lo-grande-la-estudiantina-2025/;Asociativo;Anual;FERIAS Y EXPOSICIONES;Mendoza;NO_MATCH;La Paz;LA PAZ;Plaza 9 de Julio;Plaza 9 de julio;100.0;No;El Municipio;86.0;Sí
Huracán vs Independiente Rivadavia;Evento Deportivo Nacional;Nacional - Regional (Cuyo);Deporte y ocio;2025-09-27;2025-09-10;;2025;septiembre;10;;este domingo, por la fecha 10 del torneo Clausura de la Liga Profesional;https://www.mendovoz.com/deportes/ftbol/2025/9/27/independiente-rivadavia-recibe-este-domingo-huracan-162006.html;Sin especificar;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Independiente Rivadavia;MENDOZA;Gurú Andino;NO_MATCH;86.0;Sí;Independiente Rivadavia;60.0;Sí
60 años de historia: la Universidad del Aconcagua será parte del programa “Casas con historia”;Exposición;Nacional - Regional (Cuyo);Educación;2025-10-08;2025-10-10;2025-10-12;2025;octubre;10;12;del 8 al 12 de octubre del año en curso;https://www.uda.edu.ar/index.php/archivo-novedades-uda;Académico;Anual;Desconocido;Mendoza;Universidad del Aconcagua;Sede San Rafael;MENDOZA;"Salón Auditorio
Teatro Mendoza
Hospital Notti 
Parque Deportivo de Montaña 
Salón Auditorio";Parque Deportivo de Montaña;90.0;No;Universidad del Aconcagua (UDA);95.0;No
Salida al Parque Deportivo de Montaña 25 Septiembre 2025;Jornada;Local;Turismo y hotelería;2025-09-25;2025-10-04;2025-10-04;2025;octubre;4;4;sábado 4 de octubre;https://www.uda.edu.ar/index.php/categoria-uda/1771-salida-al-parque-deportivo-de-montana;Académico;Anual;CONGRESOS Y CONVENCIONES;Mendoza;NO_MATCH;Parque Deportivo de Montaña ( Punto de encuentro: ver ubicación );MENDOZA;Parque Deportivo de Montaña;Parque Deportivo de Montaña;100.0;No;COMUNIDAD CAMPUS VIRTUAL;54.0;Sí
